Province,City,Source,SO2,NOX,CO,VOC,PM10,PM2.5,NH3
Anhui,Anqing,Dust source,0,0,0,0,50002.86,10604.05,0
Anhui,Anqing,Residential source,2428.25,860.48,18563.37,14323.82,2553.61,2266.13,2807.67
Anhui,Anqing,Agricultural source,310.79,808.4,40295.2,3319.83,4287.42,3987.24,57591.43
Anhui,Huangshan,Power plants,187.53,23.83,691.91,0.28,9.67,5.21,0.07
Anhui,Huangshan,Boilers,5288.08,2092.85,107371.92,28.95,270.2,158.56,4.63
Anhui,Huangshan,Industrial process source,288.28,155.21,448.67,9080.88,1470.11,1059.19,350.66
Anhui,Huangshan,Industrial solvent-use source,0,0.22,0,542.71,77.58,55.89,0
Anhui,Huangshan,Motor vehicles,0,4040.36,13226.93,4170.29,356.95,325.98,136.67
Anhui,Huangshan,Non-road source,27.87,2004.26,2390.96,364.46,106.85,101.61,0
Anhui,Huangshan,Dust source,0,0,0,0,19191.87,4029.06,0
Anhui,Huangshan,Residential source,715.14,256.75,5465.35,2477.33,745.26,661.93,832.06
Anhui,Huangshan,Agricultural source,39.67,115.67,5235.06,438.19,598.45,556.55,20141.23
Anhui,Chuzhou,Power plants,3590.71,2069.47,6166.35,51.73,420.24,255.55,53.34
Anhui,Chuzhou,Boilers,11254.96,8492.31,339257.28,255.03,957.31,630.54,28.55
Anhui,Chuzhou,Industrial process source,1173.89,8905.17,41173.14,32563.71,33586.77,21127.25,1120.83
Anhui,Chuzhou,Industrial solvent-use source,0,4.78,0,15966.4,643.39,466.84,0
Anhui,Chuzhou,Motor vehicles,0,19974.09,37967.09,9425.19,1656.55,1506.4,292.23
Anhui,Chuzhou,Non-road source,223.5,17391.16,50734.44,6550.12,1344,1279.33,0
Anhui,Chuzhou,Dust source,0,0,0,0,59182.29,12455.74,0
Anhui,Chuzhou,Residential source,2130.73,755.48,16288.67,8552.82,2249.24,1995.28,2464.32
Anhui,Chuzhou,Agricultural source,972.98,1252.75,98706.79,7744.17,7135.26,6635.19,86532.36
Anhui,Fuyang,Power plants,10514.31,3409.48,12260.8,82.11,630.74,476,74.48
Anhui,Fuyang,Boilers,15504,11857.54,234027.36,259.42,607.49,408.43,23.59
Anhui,Fuyang,Industrial process source,1282.8,58.34,9511.28,21692.79,40218.01,30937.52,4802.46
Anhui,Fuyang,Industrial solvent-use source,0,0,0,5603.12,74.48,58.27,0
Anhui,Fuyang,Motor vehicles,0,48798.72,67373.38,22904.34,4133.85,3745.99,464.69
Anhui,Fuyang,Non-road source,142,11609.44,22440.71,3133.59,775.42,737.24,0
Anhui,Fuyang,Dust source,0,0,0,0,75297.42,16440.56,0
Anhui,Fuyang,Residential source,4624.48,1492.02,35428.76,12915.68,4768.29,4240.92,5119
Anhui,Fuyang,Agricultural source,1734.8,920.79,143130.57,10441.35,6530.23,6071.69,135216.77
Anhui,Suzhou,Power plants,12012.19,5141.3,16790.27,134.91,7544.71,4970.15,133.6
Anhui,Suzhou,Boilers,17604.89,6546.28,350721.79,94.06,1035.07,657.41,19.08
Anhui,Suzhou,Industrial process source,954.53,5098.8,11505.29,36872.3,47719.4,28775.28,999.58
Anhui,Suzhou,Industrial solvent-use source,0,0,0,863.72,0,0,0
Anhui,Suzhou,Motor vehicles,0,43651.42,47238.7,12446.42,3262.62,2953.82,298.83
Anhui,Suzhou,Non-road source,158.85,13013.1,44935.3,5549.19,958.55,912.1,0
Anhui,Suzhou,Dust source,0,0,0,0,38108.89,8201.23,0
Anhui,Suzhou,Residential source,3221.7,1043.17,24679.92,8342.75,3322.65,2955.07,3572.02
Anhui,Suzhou,Agricultural source,1234.9,591.53,99043.89,7181.71,4285.87,3984.84,127238.41
Anhui,Lu¡¯an,Power plants,8358.9,4092.09,31292.65,92.57,618.99,459.48,77.25
Anhui,Lu¡¯an,Boilers,6073.43,3381.38,126387.84,77.46,276.47,178.81,5.55
Anhui,Lu¡¯an,Industrial process source,119.06,154.29,1791.8,15838.1,17310.31,12964.79,323.32
Anhui,Lu¡¯an,Industrial solvent-use source,0,1.7,0,3946.53,255,186.76,0
Anhui,Lu¡¯an,Motor vehicles,0,31648.88,42479.23,13298.39,2190.11,1989.1,343.81
Anhui,Lu¡¯an,Non-road source,163.04,12770.6,35513.62,4610.56,960.99,914.64,0
Anhui,Lu¡¯an,Dust source,0,0,0,0,51954.74,11190.13,0
Anhui,Lu¡¯an,Residential source,2719.15,885.5,20827.49,8093.42,2854.5,2534.19,3022.68
Anhui,Lu¡¯an,Agricultural source,580.15,1016.91,64864.85,5237.66,5510.89,5124.84,69987.44
Anhui,Bozhou,Power plants,4300.69,3034.81,11836.13,107.34,894.25,686.94,112.21
Anhui,Bozhou,Boilers,7202.16,7236.11,87754,65.13,733.76,341.6,12.46
Anhui,Bozhou,Industrial process source,174.68,135.09,494.01,12475.48,22449.13,15238.76,673.45
Anhui,Bozhou,Industrial solvent-use source,0,0.13,0,3007.12,7.82,4.95,0
Anhui,Bozhou,Motor vehicles,0,25668.11,41115.48,13144.21,2242.84,2033.88,282.89
Anhui,Bozhou,Non-road source,129.58,10928,29340.59,3852.32,783.17,744.29,0
Anhui,Bozhou,Dust source,0,0,0,0,40145.49,8850.89,0
Anhui,Bozhou,Residential source,2997.95,952.08,22975.47,7858.15,3086.57,2745.73,3294.97
Anhui,Bozhou,Agricultural source,1561.9,694.93,125259.62,9059.32,5227.65,4860.41,76102.33
Anhui,Chizhou,Power plants,681.88,1336.64,3746.2,37.46,158.5,122.39,40.73
Anhui,Chizhou,Boilers,11801.03,5414.59,271990.29,96.85,642.24,408.31,22.75
Anhui,Chizhou,Industrial process source,6547.16,17166.41,27393.71,10775.07,26553.54,15847.75,513.82
Anhui,Chizhou,Industrial solvent-use source,0,2.35,0,897.24,483.42,362.5,0
Anhui,Chizhou,Motor vehicles,0,3681.67,12444.86,4958.57,296.36,271.71,126.45
Anhui,Chizhou,Non-road source,47.35,3835.85,5192.56,767.39,217.43,206.78,0
Anhui,Chizhou,Dust source,0,0,0,0,42791.45,8848.86,0
Anhui,Chizhou,Residential source,731.09,269.14,5583.79,3855.11,764.34,678.61,860.97
Anhui,Chizhou,Agricultural source,88.88,265.14,12421.34,1037.55,1386.11,1289.07,15967.55
Anhui,Xuancheng,Power plants,842.39,2200.55,6480.76,64.81,582.19,450.92,70.46
Anhui,Xuancheng,Boilers,15011.89,6695.14,339007.16,141.21,1198.22,738.29,24.13
Anhui,Xuancheng,Industrial process source,9852.86,19132.64,25991,20958.83,33967.29,18256.34,2326.01
Anhui,Xuancheng,Industrial solvent-use source,0,5.83,0,4433.46,839.49,604.12,0
Anhui,Xuancheng,Motor vehicles,0,13356.87,30481.47,12079.28,1114.75,1012.93,232.18
Anhui,Xuancheng,Non-road source,53.5,4337.79,7569.77,1059.95,270.11,256.92,0
Anhui,Xuancheng,Dust source,0,0,0,0,39898.73,8435.71,0
Anhui,Xuancheng,Residential source,1433.9,483.09,10974.69,5079.17,1493.29,1326.65,1619.04
Anhui,Xuancheng,Agricultural source,213.02,455.68,25635.12,2094.04,2434,2263.54,28580.07
Yangtze River Delta(in ships emission control area),,Marine,114886.14,298808.91,21319.44,7768.92,15935.43,14588.11,60.45
